42.0,37.82
24.94,8.4
55.25,95.65
20.05,5.57
18.25,2.82
47.9,56.17
24.35,8.39
28.23,11.07
28.74,10.74
59.0,109.93
45.33,56.91
50.69,80.41
24.45,7.1
26.38,9.06
50.25,80.53
35.75,28.4
42.11,38.27
47.86,50.88
22.03,6.81
18.22,1.99
20.38,5.56
38.32,26.92
26.18,9.8
52.57,75.67
38.76,27.39
17.46,3.86
42.28,39.11
17.77,4.56
28.19,11.2
43.67,44.63
22.81,6.65
20.21,5.63
51.57,67.77
28.44,11.33
37.48,28.16
36.97,24.72
22.9,6.79
36.3,29.0
38.96,25.8
40.94,40.38
22.68,6.37
24.91,7.53
42.49,42.96
18.7,1.94
26.9,8.55
40.12,39.97
28.16,10.56
20.84,5.88
20.54,5.16
22.73,6.07
41.41,44.9
17.3,2.5
47.27,51.49
26.24,9.04
22.32,6.19
24.0,7.58
22.8,6.84
17.08,3.2
24.15,7.66
39.0,28.74
41.27,44.92
28.37,10.21
43.57,44.64
28.81,11.0
22.22,6.57
52.43,70.4
58.44,105.05
36.53,27.36
40.09,37.55
57.34,104.46
36.49,28.74
20.38,5.51
18.25,3.3
58.76,97.26
24.21,7.87
42.38,42.42
28.81,10.55
22.92,6.97
50.77,69.31
20.82,5.29
38.46,26.53
38.99,28.82
18.09,1.74
28.05,11.24
51.35,72.86
24.43,7.34
28.78,11.36
18.72,2.05
43.52,44.63
26.78,9.3
22.08,6.36
58.19,97.49
46.09,54.96
50.38,78.89
57.1,100.97
24.74,7.99
41.1,38.9
22.02,6.63
17.27,3.04
18.18,4.45
46.37,57.12
26.3,8.69
41.87,43.84
28.41,10.3
